id;owner;buyer
01H7HTSA01BAAZ24RJ8J1RGYYX;39;78
01H7HTSA028WVK2Q07B5PHP6V9;48;3
01H7HTSA029HEJFEFRKEYJGB4N;66;50
01H7HTSA02F10XJMPDE3BWP62H;50;83
01H7HTSA03QWT3KKNS2VX4VDCV;1;52
01H7HTSA039KFVB4JNR7704HWV;98;18
01H7HTSA03980WQHXHW33FN216;51;22
01H7HTSA0418DA0490M9GZEXRE;44;80
01H7HTSA04M2PA8655FNX64X0N;84;24
01H7HTSA04G0B0Y0PSCDQGS4T0;48;24
01H7HTSA04S72BF0A3G30XRKJS;79;68
01H7HTSA05V0NMX49MTV44YJDS;13;5
01H7HTSA054S5A1PRRRT87VRRQ;50;13
01H7HTSA05GPS8WD3KBQ2E834V;61;16
01H7HTSA05CHEDMD0FT81QHGCV;30;82
01H7HTSA06WKFNY01HK69GDFSQ;12;59
01H7HTSA06PMED6QK4X1W7MSS3;69;67
01H7HTSA06FDBNGQBMCCJ9F96T;48;16
01H7HTSA0645GQ0RTBXEBP1WPY;38;75
01H7HTSA07PXXB8MK46Y9D3DT2;77;5
01H7HTSA073GV5P5Q9Q3JQB09D;45;91
01H7HTSA07N1HHSMYPREAKG1HN;10;16
01H7HTSA07DQCR3Z69EXJ01AJR;38;52
01H7HTSA08PY5GWXXNWX6QQ8RQ;91;89
01H7HTSA08TTSS45JWG3AYKW5G;21;19
01H7HTSA08Z66JJ509W1NM6ZPS;92;8
01H7HTSA08X7H5R37V0Y82BB8Z;5;54
01H7HTSA09GRR1K38294W8DVEE;22;75
01H7HTSA09QFVF96RK1BGB0SRF;74;9
01H7HTSA09NT0QGED210XY7TK1;51;93
01H7HTSA09W7Z1AMDVFNQ2XKMA;66;13
01H7HTSA0AHWF5KJAQ6E2XRR8V;83;60
01H7HTSA0AR3GHX21659TYJNWB;22;21
01H7HTSA0A9V9CVZYR638SD3B9;32;1
01H7HTSA0ABR1YGRT00FTBRJW6;83;95
01H7HTSA0B5JK75R1SQR6G8MN4;49;55
01H7HTSA0BKWGCSSQTEMQDH618;12;84
01H7HTSA0BK3JC0830YJMK63N5;99;97
01H7HTSA0C8CNRB57CWJ2XRA7H;7;97
01H7HTSA0C5RQ1FWE87WG4AEHM;27;8
01H7HTSA0C8S1DBE64WQT0AVS1;26;49
01H7HTSA0D558N57Z73M70T5KQ;43;12
01H7HTSA0D0Z0ASYCVXQ8Q5817;21;16
01H7HTSA0DXTS7YNJ4YSKSYJ6R;59;81
01H7HTSA0D05R1KR2JPF4BD4AA;41;41
01H7HTSA0E47EMR6YG7SZ2W62V;68;4
01H7HTSA0EV8RN4Y0FK9MZTM5W;69;7
01H7HTSA0EE7F8QPF3JZDXJ6QX;91;99
01H7HTSA0ERD63627F54JF036W;77;44
01H7HTSA0FV41GNB5J6V1TK5JE;51;9
01H7HTSA0F3CWRGRYX8S55X6M3;25;80
01H7HTSA0FFMEQRJTP99GKES8H;33;47
01H7HTSA0F09DQNZ2GXP1VNNHQ;20;51
01H7HTSA0GDSY3E3K9668RJ2HA;37;92
01H7HTSA0G4K6BXYNA5J1E7056;16;98
01H7HTSA0GBBFZJ628A7ZYGEG2;79;96
01H7HTSA0G40W5KSEHGJ86GFH0;91;86
01H7HTSA0H10DFVG5DGK49DJ9A;53;68
01H7HTSA0HBFPB6N4Z5QA8K9FJ;63;51
01H7HTSA0H6TC0R7MZQV4WYZWZ;48;48
01H7HTSA0H471F5NYPRXV4KVAP;20;62
01H7HTSA0JF12ZYKJJ1QYSD34H;41;55
01H7HTSA0JF085MMSTPXJGMER3;3;81
01H7HTSA0JV3SWE6WVR82Q5NPK;66;50
01H7HTSA0KJYA327MH7S78YT1S;5;14
01H7HTSA0KDS4HRMSVMR68PKNA;19;40
01H7HTSA0K1CATXXX9VHDHGN5Y;32;64
01H7HTSA0KHHG72GMQT5VDTW2R;56;23
01H7HTSA0MCH5KVZENXB3K2A7K;38;14
01H7HTSA0MBSZBMYKB3TBQYBCB;46;37
01H7HTSA0MDN3QNYVX99VQDMHX;1;55
01H7HTSA0MSAAZMH44Y6XAEM1K;51;79
01H7HTSA0NF9A40EWSXJVH05V3;40;70
01H7HTSA0N31K6YKSX6A9E5AGS;9;78
01H7HTSA0NW0F184DA9JGWQQCZ;52;35
01H7HTSA0NNQ47CMRTZ7AYNVEA;48;18
01H7HTSA0P1KCR0CE240EY80SM;27;25
01H7HTSA0PF6J2GT9KA9T98DXK;84;97
01H7HTSA0PJ7ZKMJZ0Y5MNQZH7;5;69
01H7HTSA0Q3B01VX2YBMV7WPV0;78;50
01H7HTSA0QK2D7GCWD1HDWC43S;17;90
01H7HTSA0QJE3YQ306073TBQEF;61;41
01H7HTSA0QZ6T1HAW29SHBKDB0;11;8
01H7HTSA0R8ZC19XP63ZX7HR8Z;55;83
01H7HTSA0RCVHQMXGGWFNBGH4Q;94;25
01H7HTSA0R1AJN6TPA982ZCB8A;42;42
01H7HTSA0RD9Q05VNXJEB141FA;97;29
01H7HTSA0SGC58TVY2YHX1SP4P;85;15
01H7HTSA0SSQYDBRFYH6QJTNZG;6;6
01H7HTSA0STY5NVB8GQASADHJZ;80;24
01H7HTSA0TY2199R8MJ6GJFQEH;22;32
01H7HTSA0TMDH48EYFJHHG14BM;30;44
01H7HTSA0T8GRK3TJJPN7K3XWA;16;83
01H7HTSA0TJSHT8BJWKT9H5VSR;69;27
01H7HTSA0VHS5SWF0ZWCWGTHTD;13;33
01H7HTSA0VWEVCTDPA45WJW9XN;47;4
01H7HTSA0VQGNBZF1DRXHGEAHA;89;53
01H7HTSA0VYP00KCA56R0C5QYQ;29;67
01H7HTSA0WZ9GWQEK7S8ESVFAK;61;60
01H7HTSA0WPSD06XKJMPH3C4TP;70;4
01H7HTSA0WQVNBDFQH757YRD40;33;66
01H7HTSA0XCA7PE38F58H4SWMS;87;54
01H7HTSA0XXF54SB953ZE29ERD;50;22
01H7HTSA0X9XR3JE57GEQ8076N;81;51
01H7HTSA0YSWVWEQR08E1YHG9W;23;98
01H7HTSA0YFTBBWF7NYZ2R8MGE;86;37
01H7HTSA0YWFXR3D8E419M7072;36;41
01H7HTSA0YQ81635RBQ43N9FB9;25;58
01H7HTSA0ZCSYTG8260EBJTT71;95;46
01H7HTSA0Z5XR9X2VMVKCCZFN7;57;88
01H7HTSA0Z348V9SJSQSH9KY77;87;87
01H7HTSA10VGH58MQHAN76YE1W;86;38
01H7HTSA106FX6AD13N4VVPBSM;84;2
01H7HTSA104DV5C8BA8MT68V78;43;17
01H7HTSA10VEBHV5Y196ZTZTGT;40;72
01H7HTSA115ZW5K8N8XQ3SP0XV;38;94
01H7HTSA11GTQGVMA27HMZH9AA;89;95
01H7HTSA112AGTZ8ZFVFCCY9P8;25;72
01H7HTSA11AAH5947W8XF5AM5B;56;24
01H7HTSA12NMKXD5ZYH5EJGK0H;11;89
01H7HTSA12HTDV8VDSM7AM20PF;39;26
01H7HTSA127T92X0A1PJZFXQDW;53;30
01H7HTSA1300HR7VEAJMGW7V6V;32;46
01H7HTSA13M3V1J08BY542FGX3;19;84
01H7HTSA13S74QNN7VD2X48NJJ;27;19
01H7HTSA13D6VGRR5P0X5BTAJX;78;47
01H7HTSA14SA0ZWEP9Q5GJPCY3;71;90
01H7HTSA149589XJNBMPZ11ZYC;100;5
01H7HTSA14K8K9MXNC29WRGVCZ;30;63
01H7HTSA14BQ7AMX5KX52K4WG9;94;29
01H7HTSA158QYC607WC6JKKVXQ;64;10
01H7HTSA15KQGR6MJS82DAEN27;3;33
01H7HTSA15SMVPJWN8XKY0E1G9;43;66
01H7HTSA15D456VWF9X7QDYEC5;4;21
01H7HTSA16FXCMKDMFD998GAV4;44;90
01H7HTSA16ESQ028BKSV43G2RK;6;6
01H7HTSA16G79RY81M0ST05YCG;11;98
01H7HTSA16D8K9377PR2SDGKZG;71;35
01H7HTSA17ER40VFNQ9A6JY5KG;86;83
01H7HTSA17MC0TF5MDSZASFNSW;58;39
01H7HTSA17E7WZWZKCSM20F66B;99;87
01H7HTSA17P2YCZJP1J12HEXNR;28;78
01H7HTSA18RNX9CFW87A583KNE;47;73
01H7HTSA18BHRBMD8H6CWPHKVW;30;17
01H7HTSA18WZ3RBK5VJJCAX2G7;52;65
01H7HTSA181J0HSFP4C8R24G8Z;83;7
01H7HTSA19MFV4BX7KYGXDS8C6;47;97
01H7HTSA19QRE9QY051J32DQ6C;83;55
01H7HTSA19V1HV41AXFP8F9X2Q;4;96
01H7HTSA19JK745G7Y29Z7222R;76;91
01H7HTSA1A4DC5Q84F6PANTR2V;19;86
01H7HTSA1AKBBVJ5WC27FS9S4P;84;2
01H7HTSA1AVBYV5BF7RX0EVMN5;56;64
01H7HTSA1A07D8MKA7Z00GVQW3;19;2
01H7HTSA1B54MBA53296VKSN17;7;37
01H7HTSA1BSPW6R0A9WB6B14NV;49;87
01H7HTSA1BVSF154SQ3B6JM7FR;64;17
01H7HTSA1BZ76CZT84FQ6ESBYC;61;91
01H7HTSA1CZKQA3AGDG6Y14TZW;38;48
01H7HTSA1CF9QQ03CNEPGXDJVE;66;42
01H7HTSA1CTFCMT7RDVAB2NDEA;4;43
01H7HTSA1CZVEQMYDMG7F047EH;62;47
01H7HTSA1DT2SCRDG6HY7YJ5JR;69;37
01H7HTSA1DGVW95QZ2Q78YRGC2;95;7
01H7HTSA1D5PA8JAAAJ6YH50R3;47;52
01H7HTSA1DMA1QCQ8P1R7QVNPR;41;62
01H7HTSA1DFM4X20QHJ1X22VBZ;78;29
01H7HTSA1EYXVZKTTPVXBXFRWJ;34;1
01H7HTSA1EZYFCS0ANSHRSHRPP;41;38
01H7HTSA1EXYBAFZ4MTH5MFMZJ;26;29
01H7HTSA1ESTVGXRXWY54XPPD3;43;86
01H7HTSA1F67T53CTGYKNPFJP0;11;76
01H7HTSA1F0CXBC3Y397XCEFA1;41;85
01H7HTSA1FF9WET3098DV1TDTM;51;60
01H7HTSA1F8Y7MEJYTH7VEQJY8;45;38
01H7HTSA1GDYDW3KG6C2BX8CWA;69;44
01H7HTSA1GNQBA2F0BBBRW0PX1;78;51
01H7HTSA1GVD2Q5CGM2R71Q1TB;45;87
01H7HTSA1H53Y1RGTV7DBXD7N4;53;21
01H7HTSA1HM1PJZ2BR81CTG7TT;86;41
01H7HTSA1HM91EDHQC54YXYPPG;2;39
01H7HTSA1HA06EFQFPJZ63RMWN;60;86
01H7HTSA1JW8KVJVEB9541YT82;23;37
01H7HTSA1JBSWGT21HXDMKE0P5;100;54
01H7HTSA1JWKJCCWKHC32AV45G;77;24
01H7HTSA1K7CDEGPYFGV118WT6;46;87
01H7HTSA1K1RB0K68RGJWK3FRF;95;43
01H7HTSA1K33NQN3NZR4W23NF0;79;82
01H7HTSA1K6ZA074GMCMZPVGMM;71;89
01H7HTSA1MMZ6E1SA6Z1V9SMR7;24;60
01H7HTSA1M15KS93MDTVRV1NJ1;13;33
01H7HTSA1MWW935KF68RPQCJ0C;19;23
01H7HTSA1MFJ7587JJ0ATXJDMC;30;48
01H7HTSA1NCVRRWFNKJT7FRE0K;78;34
01H7HTSA1NXYPZ6ZNM3Q43YJSG;22;69
01H7HTSA1NN66ABMH24G6MSF1V;5;32
01H7HTSA1NW93SHEKJM4PW1CC3;36;62
01H7HTSA1N746Y1567BJE9VN0Y;37;53
01H7HTSA1P6GGWPC4XJRXSA987;53;35
01H7HTSA1PTPF2FGFYM81D1XBX;20;44
01H7HTSA1PBFBAKT4EWNR5ZWN5;56;70
01H7HTSA1PCDDF0JC6WN9E76CJ;14;14
01H7HTSA1Q01E1VJH8GABG5RYS;27;22
01H7HTSA1Q6A6Z8PFAY457D8JB;29;9
01H7HTSA1QMQ8TXWEQSQNG3V7A;2;38
01H7HTSA1QCR4N9TWN08V01VG8;65;42
01H7HTSA1R00XAD2XKMVP2P6NH;69;40
01H7HTSA1RPW7ATZEG5AKGVKFZ;67;49
01H7HTSA1RJ6VZETEYG3A159H1;89;14
01H7HTSA1RWCGS3SWT5N1NYKPT;99;66
01H7HTSA1S4WR6AA3P5QDDJYAD;58;55
01H7HTSA1SEYSNXVFK4RWKGM0T;9;88
01H7HTSA1S7NTDD1623AMH84ZS;57;8
01H7HTSA1SBZ7X48FWADAPVJFM;91;73
01H7HTSA1TQA66353RC6183SPC;67;1
01H7HTSA1TKN1H01KE59W568DB;4;98
01H7HTSA1TDQ4ZZXJJT7T2JY76;59;5
01H7HTSA1TJ51VKAHD59BSK0ZW;15;9
01H7HTSA1VXHKF76PKPXR3CAVF;63;57
01H7HTSA1VPE8VBP1NRQEG3FGE;43;20
01H7HTSA1V83R8JQR11CJW2P3P;73;84
01H7HTSA1W2SSJ2AAY7HM52PCW;23;85
01H7HTSA1WD025GET1SVFQ71PP;4;3
01H7HTSA1W07EVJCSJ9SVJPGDS;3;33
01H7HTSA1WFHRE85CQM3M4ASXK;82;42
01H7HTSA1WM1Z6TRYZ5JKYCAHH;59;7
01H7HTSA1X4V4EAD9AV170985R;34;93
01H7HTSA1XBB844Y8KXBWRQCMY;97;60
01H7HTSA1XGRHS69NN3Y2300ZP;74;49
01H7HTSA1XC41WZPDTW8821G0D;71;38
01H7HTSA1Y49BM96A2SA97BQTG;42;2
01H7HTSA1YWC0C8XD1J6MXC9C8;15;1
01H7HTSA1ZX563Y0NA14PY23EP;23;81
01H7HTSA1ZAT4XKHGPFT1P553F;3;84
01H7HTSA1ZEZCMDG7PSKMW99S9;64;13
01H7HTSA20G40JT7NGX1QYDM5P;65;12
01H7HTSA20JC20SWTSQYKSSAT0;11;31
01H7HTSA202XM6682X9SBDMKBG;22;14
01H7HTSA2073P310E7YWKF1QQF;16;75
01H7HTSA21ZM9229X65J6JK06D;37;17
01H7HTSA21HRAXR61MCDA78FCA;6;77
01H7HTSA2180ZTH3TDS114A97F;6;57
01H7HTSA21AC1W05GVAEX99KJP;16;3
01H7HTSA22RP080BHXXGAHDBW4;100;4
01H7HTSA229T9A4VKTYE97WJ75;12;42
01H7HTSA22K5TA5Q5AR3EVAESE;35;8
01H7HTSA2261J5X41575EQ4D3N;47;73
01H7HTSA23RFF7Q7RREBJ1C0JH;35;39
01H7HTSA23DJT88B8PEHPFJD65;51;72
01H7HTSA23JT9A7H2JPWQ6PGY8;37;71
01H7HTSA23CDN7NAZWYA5TRN00;77;91
01H7HTSA24NK4DJXGYFJHTW1XF;27;97
01H7HTSA24ZBTVGX5ZQR042RWQ;55;83
01H7HTSA245A8QJADSNEWB5QHZ;3;1
01H7HTSA24QVXC85RS3TW0YTK7;23;9
01H7HTSA25XQSD7XHK5S4FVY28;24;18
01H7HTSA25RERZEKT6DHF828C3;20;26
01H7HTSA2527S4PCCTHF61HGXR;62;77
01H7HTSA25YR5T163KZTQ6JV6M;78;68
01H7HTSA26721J7E6WPQVR2YSX;46;73
01H7HTSA2688YKJCEW8GQW8P53;21;42
01H7HTSA26XEEQWN3MGTA47K97;26;89
01H7HTSA26X3RTCH9Z6364HMTS;68;89
01H7HTSA27ZEMASKCSPQS8PZ9X;72;28
01H7HTSA27Y7PQV2F48JBTG2WR;39;6
01H7HTSA27P2HPXFNF4K5VT33V;30;14
01H7HTSA28ETZMXSAWEK6QABNN;60;28
01H7HTSA28R709QF1AWCQTJK4S;7;93
01H7HTSA28N5JQVCDHCVV79VSW;80;8
01H7HTSA28QKH9YS40X1B7S2AG;81;45
01H7HTSA28YKSFVYZ7WBR4JN2N;72;32
01H7HTSA29DAAESXK14PKNP78A;31;55
01H7HTSA29PQSTGMR51A971HWH;100;86
01H7HTSA294SGWP0WWHDSQQ5ZP;33;28
01H7HTSA2A3XVSJS30FWRR8YJX;92;29
01H7HTSA2AZ5DXPHV4GDQZNJDH;86;51
01H7HTSA2BM9GG4878JZHQQRN8;64;27
01H7HTSA2B7E03H4DM5YDB531N;22;83
01H7HTSA2BZBWXM0B70DXTXM5R;15;39
01H7HTSA2B6PGVMZE0Q4E7W0PE;86;1
01H7HTSA2C8T6W7B7EQKQB2JFX;47;90
01H7HTSA2CWZ838NVHB999422A;99;87
01H7HTSA2CTBDWQT6BVX58CTHN;71;97
01H7HTSA2CED11EGBWJ5KXE6G4;54;68
01H7HTSA2DJFWC6MCRFHX1FXQC;78;16
01H7HTSA2DYG3YDFV87QH7VMY7;24;50
01H7HTSA2D0WNCVH1Y04S7Z45V;15;50
01H7HTSA2D9WSN61J3AD99H9WK;15;45
01H7HTSA2D1QKDG78H00QG3KCJ;86;52
01H7HTSA2EJ2890GW0YXKPNG6E;23;60
01H7HTSA2E1Q6B87ZB58ABBQQ7;47;48
01H7HTSA2EE41WJGHFPJR68G1Y;88;84
01H7HTSA2FFQNXGK7KY8S3GRMS;85;6
01H7HTSA2FG9J1EQNCZXK2AZZ2;9;29
01H7HTSA2FF9X26M83ZJN8TZZZ;7;49
01H7HTSA2FEZRGKTYBE26Q7Z8T;62;62
01H7HTSA2GJ3ZZ8CSYAYCCK9QY;52;78
01H7HTSA2G6CJQC0SBGJ5NGHP8;68;88
01H7HTSA2GX1XF02HDT1ZJ8QQN;29;39
01H7HTSA2GKCBRMQ7S1XGW2JA1;84;83
01H7HTSA2HSV9MR1QK5TRWZDFP;98;67
01H7HTSA2H1G3B8GJVVS80PF6Z;18;7
01H7HTSA2HA2NQDKBPGTC2VP6F;55;42
01H7HTSA2HSW7H6W8JESYWK6NT;20;3
01H7HTSA2JA4AEHX3BET0623MQ;16;35
01H7HTSA2JTTMX76YP3E8GB03G;68;89
01H7HTSA2J1WF4X1JH6QAJ9ZS5;57;7
01H7HTSA2J7E96B57ZPBPX9W8G;24;88
01H7HTSA2KFBECA7N7W70PX8H2;86;100
01H7HTSA2KBEKCAY72N7QR78DS;37;21
01H7HTSA2K7ZG5C3Z7GXM6GAG3;18;96
01H7HTSA2K52HQ7GFG77YTTKSF;61;74
01H7HTSA2M6680Z6WFS17TX4NG;100;51
01H7HTSA2MVD7M9NS8NPGSHX38;70;60
01H7HTSA2MB0KF8CYN7JY7C8B4;86;69
01H7HTSA2MP7C1D714JGADEZRR;55;25
01H7HTSA2MATFJ7AX4J2E2ZZ74;77;81
01H7HTSA2NDV8G998QDRT7P58X;68;65
01H7HTSA2NA365A7QP84943AK3;64;82
01H7HTSA2N5NJP9EQQAX6V81SC;70;74
01H7HTSA2NZ2398XNM3P607W0F;37;27
01H7HTSA2P4ZSYAJ4J5DFPMJGW;26;54
01H7HTSA2PCA1H5DYHG0AKB8WV;66;73
01H7HTSA2P6TR0EZZ1GP03N05R;73;3
01H7HTSA2PKZSPXX6B5EKQ3YTW;20;95
01H7HTSA2Q3H11SPTMWACZE1GS;38;53
01H7HTSA2QEFE1YJH4TV5CHQFG;63;20
01H7HTSA2QEYHESMD1NBW96MWR;74;31
01H7HTSA2QQ9DM6M72GMVFWFJM;79;85
01H7HTSA2R0VDQJ0A9JB2685T1;15;9
01H7HTSA2RS73ES18JXRA99MY3;51;61
01H7HTSA2RY134H1MCEJFH6BM6;99;62
01H7HTSA2R83VJBX07B5YWXSSX;91;23
01H7HTSA2S6VQ38G1JZB8XGDH5;16;11
01H7HTSA2S8A56MDJR7Z053W16;85;11
01H7HTSA2SXT12M25NAMD6FSN3;67;52
01H7HTSA2SYK6FYZZG6T283SJT;21;9
01H7HTSA2TQ0E5QYFVV4CGCGP7;90;75
01H7HTSA2T43A3RZV9K5JNG3RG;17;53
01H7HTSA2T4PGQ37NJ2ZNB3DDM;15;30
01H7HTSA2T0Z85Q4MRNZGS40A5;74;74
01H7HTSA2VWX6HDT75EBMD2WBB;34;38
01H7HTSA2V597CNXMCWDDV9NMZ;41;27
01H7HTSA2VKJN33644T5BFY7ZW;51;70
01H7HTSA2VSW6SCPATQP7CT36R;33;51
01H7HTSA2WWSF62S223A77Q309;74;41
01H7HTSA2WEGQPSPEWKMK0H6BJ;24;54
01H7HTSA2WZAA52ECR3VCN2XB6;39;95
01H7HTSA2W0KZKWT88RQ092T66;51;89
01H7HTSA2XA8W069K8X3R6WXQR;58;42
01H7HTSA2XSGP4NYGPVR2XFA1D;51;86
01H7HTSA2XD42TFJA7HKNHHKHR;61;22
01H7HTSA2XZTG32EKTKK59E8TZ;12;20
01H7HTSA2YSX7A4G7VQ7JENCX2;3;32
01H7HTSA2YWERE48VB8T4GS976;67;84
01H7HTSA2YYNZYT7ZRJXB9S2V7;72;76
01H7HTSA2Y19ZB1XR06YFMWZJG;33;92
01H7HTSA2Z1H7H700CN6W5F1Y4;86;2
01H7HTSA2ZQEVBRPTKANZAR0J4;23;14
01H7HTSA305H7P4ZG6DHEHH8PC;59;77
01H7HTSA30P3DP94YRKZGA694N;100;42
01H7HTSA31V8G79MSTD9PQGW4Z;74;16
01H7HTSA31ZG0Q1DHQQ2F71NVE;18;26
01H7HTSA32RJGR9BWM9HEC2ZQP;21;67
01H7HTSA32EJZVSKHFNR4Q7VPC;68;91
01H7HTSA3399Y0ET9WMP7SBKJC;16;61
01H7HTSA34TR0W82Y5C7D10RYW;71;14
01H7HTSA356RZP01ZHST1SJDAY;89;89
01H7HTSA35TMQ9HNP1TGGVRC99;64;28
01H7HTSA360PQ5A0AKQ1S3BMNT;24;88
01H7HTSA36M44PSZZAWNF1RC50;50;7
01H7HTSA36KPYN3CQ5PB6H51SN;48;69
01H7HTSA376X939V304NRR06H4;42;91
01H7HTSA37GAPDVASJYT08R9KG;22;48
01H7HTSA37MFJMM9WSXAYG1SMF;11;100
01H7HTSA375ST5GAQCRAS3CW1W;46;53
01H7HTSA38BD2AVQZEWXSZVP1X;83;80
01H7HTSA38AGNXN9YS1XY04TP3;73;70
01H7HTSA38SVBTR3VATB4PSTGG;98;87
01H7HTSA38JQNK18GFF8D1ZGWE;23;79
01H7HTSA39R42NBCBJY8YF4N7X;78;35
01H7HTSA392GJ930H0SY211M4R;86;15
01H7HTSA39NZC54EC14C2S9TTB;89;60
01H7HTSA39K5JEWFZ7ARWEC3T3;66;52
01H7HTSA3AP4YPTPPNC5K6X5YN;70;58
01H7HTSA3A2EHCMB69KA85AF8H;1;13
01H7HTSA3A5F6ZMW5WJ65KP6FG;43;64
01H7HTSA3A2TJ5S8900Y0ZGSNJ;68;4
01H7HTSA3B2VQTHB0Z2HQG1NHQ;25;66
01H7HTSA3BNFWEC6WFW4GMFTCX;85;82
01H7HTSA3BKNJFPP39EMKHJAX5;69;40
01H7HTSA3BQNF0AFA24BV9SD62;58;29
01H7HTSA3C6XWQV234D4K699KK;44;3
01H7HTSA3CJ8DYPJVZK7PR967R;13;57
01H7HTSA3CG2KYVWF5YBQ7JVFD;95;32
01H7HTSA3CJ8WTPC2A2ER5P9WR;81;48
01H7HTSA3DZ3XW60XECYM1VFJH;82;27
01H7HTSA3D91D8GJZ9G62T4HC0;3;75
01H7HTSA3E76JTPQ0CCXVEK4H7;7;55
01H7HTSA3E016ZTG13P7PHWZ15;29;95
01H7HTSA3ETYYBQX869GP2D0SH;30;95
01H7HTSA3FSMB7ES1KYJZ74J3Z;63;10
01H7HTSA3F5JVKJWRSGCVEVTMT;17;4
01H7HTSA3F6C9VDPZGFYV1ED16;70;39
01H7HTSA3F5SJ71R5WDV6D0QJB;31;9
01H7HTSA3G50H9C0FFDN19JAZY;87;10
01H7HTSA3GZTDN3AKPE9V4AAWB;2;59
01H7HTSA3GHKT7RWEPZB7Z9T3T;84;12
01H7HTSA3G0FHYQZS7VT8TDAQB;88;50
01H7HTSA3HH4XAPFG6G2G17KHE;17;69
01H7HTSA3HSVXAY1EW58AZE4DK;26;42
01H7HTSA3H2CV5W82ZAEGWYQBP;97;32
01H7HTSA3H0JXP13XWFTFDMBRH;38;79
01H7HTSA3J8TXP7F1NPK3N48C8;54;42
01H7HTSA3JPDZV69TXGPN24XQR;93;8
01H7HTSA3J2Z8HA38ZZYKFE9H4;81;19
01H7HTSA3JWYR4AJ6AWN7RWW3J;13;63
01H7HTSA3KMQ69RQZEVRHJG5NF;16;20
01H7HTSA3KWJ9BCRZ214WXES0F;10;91
01H7HTSA3K44HS270J6WD1YP05;47;46
01H7HTSA3K8RZX14Z5Z5151JF1;83;54
01H7HTSA3MC1ZA7ZE35R6BTMH2;60;29
01H7HTSA3MATXBR43STN0EQZ1F;13;94
01H7HTSA3MFYPNRSBP6CQ2FR0C;87;50
01H7HTSA3MQ75DVBD37QCY8XRB;85;2
01H7HTSA3NBRBH5FTZFS63Y5C3;73;19
01H7HTSA3NFMRM0ARJ8E6N2HB8;43;98
01H7HTSA3NBFYD5AQBZBE8DZM4;88;96
01H7HTSA3NFZJFPJD4JR1J92J8;18;35
01H7HTSA3P7QD5NCVKWF6HPY8N;76;7
01H7HTSA3PRFSK8X79AHSHKSJH;17;36
01H7HTSA3PWMWMSRHKVMHVG89P;92;75
01H7HTSA3PQ1GZ4R88AT9E0QJ0;66;51
01H7HTSA3QF0P4GX43YFJG0VG6;100;72
01H7HTSA3Q8XEP6084RAZ2TN54;24;22
01H7HTSA3Q5QWKHCN1M4FMDCE4;94;8
01H7HTSA3QMCJNQ439EQAMJW6D;35;4
01H7HTSA3RJMF9BBWAZPMT1NDV;84;42
01H7HTSA3R7Q7W77ER4JWGSBF0;82;14
01H7HTSA3R8E9V3F1WSF2SRDYE;7;37
01H7HTSA3RYPNGWQXBC56KZJR0;2;73
01H7HTSA3SKQQSGMFM9DV7H405;9;38
01H7HTSA3SHSW8TK01ZPC17BWS;84;50
01H7HTSA3S6TBRN7E22P3AVP1E;80;30
01H7HTSA3S5P8QSVQHGD35JK6K;73;94
01H7HTSA3SF1ZEDJJ5MPWB17NA;44;7
01H7HTSA3T4XKMGP101G6Z0A2R;94;74
01H7HTSA3TKZNZHBW506C9H8SK;20;84
01H7HTSA3TX33DXV05CBBHY78E;22;81
01H7HTSA3VZTYE6YQ9SKVH7YMP;17;44
01H7HTSA3VWB24PQ8MGBBK8WPZ;26;56
01H7HTSA3VA0FJA37EV0HC8GFF;90;89
01H7HTSA3VYGFSBJEC1V1CRENC;47;52
01H7HTSA3VHZ7GESW9M1C5CZ2Z;45;18
01H7HTSA3W685V4D36RJ8TWBPH;6;83
01H7HTSA3W6ZQ15FRGKRWVHA4J;8;50
01H7HTSA3WZK70YTEQ7SXNDWR0;35;23
01H7HTSA3WZFRWP2G2QYTG3MGH;51;92
01H7HTSA3XDC39HC3M0V99HG0W;74;2
01H7HTSA3X86CZ9G6G5YMWCPG1;27;37
01H7HTSA3XN82ZHTGE5W8PVJXM;32;55
01H7HTSA3YHJQ41GMNP3Z3DGD4;9;11
01H7HTSA3Y3CFYRGC99X3R79A0;92;71
01H7HTSA3Y6QHETEMJ8H1M2D9V;8;19
01H7HTSA3Z12AKATM5ZTG806K4;26;49
01H7HTSA3ZHTFC725ZRYPXFHBG;79;78
01H7HTSA3ZX2K4H26M7NSR8S93;73;71
01H7HTSA3ZDQC4MZS2ACCKT5H1;23;25
01H7HTSA401D5F9V4PW54JYCFW;92;59
01H7HTSA40PCZBPREDWPD5ZQXD;54;76
01H7HTSA404J1C5STQZSPP5PD8;65;90
01H7HTSA40QH87JYYS4WDEHQQY;4;75
01H7HTSA403W98EBVW93A9X13E;78;66
01H7HTSA419V33S9Z1KPPQMGVA;73;56
01H7HTSA41BXWX1VSJ3YP7ZTBR;100;97
01H7HTSA41FDYB0RRWSF9JRPAE;8;72
01H7HTSA41PKQ5HX7E06MPN5RW;42;12
01H7HTSA42DTBH3TFKX0HD0SAK;39;51
01H7HTSA4260WWQS61WPPGQ4S3;19;97
01H7HTSA42PE029Y1X5H8V5NV1;80;63
01H7HTSA43QDNKZZFJC8MV9YDF;91;42
01H7HTSA43903ZHXDSK90YJW88;68;5
01H7HTSA436AG5FPBMT9DXQQVK;80;74
01H7HTSA431E04RCC98EZTQWPJ;80;17
